location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Terran Missile Turret,테란 미사일 터렛,,False,,,
,Terran Bunker,테란 벙커,,False,,,
,Ion Cannon,이온 포,,False,,,
,Uraj Crystal,우라즈 수정,,False,,,
,Khalis Crystal,칼리스 수정,,False,,,
,Infested Command Center,인페스티드 커맨드 센터,,False,,,
,Zerg Lair,저그 레어,,False,,,
,Zerg Hive,저그 하이브,,False,,,
,Zerg Nydus Canal,저그 나이더스 커널,,False,,,
,Zerg Hydralisk Den,저그 히드라리스크 덴,,False,,,
,Zerg Defiler Mound,저그 디파일러 마운드,,False,,,
,Zerg Queen's Nest,저그 퀸스 네스트,,False,,,
,Zerg Ultralisk Cavern,저그 울트라리스크 캐번,,False,,,
,Zerg Spire,저그 스파이어,,False,,,
,Zerg Spawning Pool,저그 스포닝 풀,,False,,,
,Zerg Creep Colony,저그 크립 콜로니,,False,,,
,Zerg Sunken Colony,저그 성큰 콜로니,,False,,,
,Zerg Overmind,저그 오버마인드,,False,,,
,Zerg Extractor,저그 익스트렉터,,False,,,
,Mature Chrysalis,다 자란 번데기,,False,,,
,Zerg Cerebrate,저그 정신체,,False,,,
,Zerg Cerebrate Daggoth,저그 정신체 다고스,,False,,,
,Protoss Nexus,프로토스 넥서스,,False,,,
,Develop Khaydarin Core\n(+50 Arbiter energy),케이다린 코어 연구\n(아비터 에너지 +50),,False,,,
,Protoss Pylon,프로토스 파일론,,False,,,
,Protoss Unused,프로토스 미사용,,False,,,
,Protoss Observatory,프로토스 옵저버토리,,False,,,
,Protoss Gateway,프로토스 게이트웨이,,False,,,
,Protoss Photon Cannon,프로토스 포톤 캐논,,False,,,
,Protoss Citadel of Adun,프로토스 시타델 오브 아둔,,False,,,
,Protoss Cybernetics Core,프로토스 사이버네틱스 코어,,False,,,
,Protoss Templar Archives,프로토스 템플러 아카이브스,,False,,,
,Protoss Forge,프로토스 포지,,False,,,
,Protoss Stargate,프로토스 스타게이트,,False,,,
,Stasis Cell/Prison,정지장/감옥,,False,,,
,Protoss Arbiter Tribunal,프로토스 아비터 트라이뷰널,,False,,,
,Protoss Robotics Support Bay,프로토스 로보틱스 서포트 베이,,False,,,
,Protoss Shield Battery,프로토스 쉴드 배터리,,False,,,
,Khaydarin Crystal Formation,케이다린 수정 형성부,,False,,,
,Protoss Temple,프로토스 사원,,False,,,
,Xel'Naga Temple,젤나가 사원,,False,,,
,Mineral Field,미네랄 필드,,False,,,
,Cave,동굴,,False,,,
,Cantina,휴게실,,False,,,
,Mining Platform,채광 정거장,,False,,,
,Independent Command Center,독립 커맨드 센터,,False,,,
,Independent Starport,독립 스타포트,,False,,,
,Jump Gate,도약 관문,,False,,,
,Ruins,폐허,,False,,,
,Kyadarin Crystal Formation,케이다린 수정 형성부,,False,,,
,Warp Gate,차원 관문,,False,,,
,Psi Disrupter,사이오닉 분열기,,False,,,
,Zerg Marker,저그 마커,,False,,,
,Terran Marker,테란 마커,,False,,,
,Protoss Marker,프로토스 마커,,False,,,
,"Nothing to harvest. Find a Mine, or build a Refinery at a Vespene Geyser.",채취할 자원이 없습니다. 광물을 찾거나 베스핀 가이저에 리파이너리를 건설하십시오.,,False,,,
,Nuclear Missile,뉴클리어 미사일,,False,,,
,Alan Turret,앨런 포탑,,False,,,
,Edmund Duke,에드먼드 듀크,,False,,,
,Hyperion,히페리온,,False,,,
,Zerg Egg,저그 에그,,False,,,
,Zerg Broodling,저그 브루들링,,False,,,
,Zerg Drone,저그 드론,,False,,,
,Zerg Scourge,저그 스컬지,,False,,,
,Infested Terran,인페스티드 테란,,False,,,
,Devouring One,디바우어링 원,,False,,,
,Cocoon,코쿤,,False,,,
,Protoss Probe,프로토스 프로브,,False,,,
,Protoss Interceptor,프로토스 인터셉터,,False,,,
,Warbringer,워브링거,,False,,,
,Protoss Scarab,프로토스 스캐럽,,False,,,
,Terran Marine,테란 마린,,False,,,
,Terran Ghost,테란 고스트,,False,,,
,Terran Vulture,테란 벌쳐,,False,,,
,Terran Goliath,테란 골리앗,,False,,,
,Danimoth,다니모스,,False,,,
,Zerg Lurker Egg,저그 러커 에그,,False,,,
,Terran Barracks,테란 배럭스,,False,,,
,Terran Science Facility,테란 사이언스 퍼실리티,,False,,,
,Zerg Hatchery,저그 해처리,,False,,,
,Zerg Greater Spire,저그 그레이터 스파이어,,False,,,
,Zerg Evolution Chamber,저그 에볼루션 체임버,,False,,,
,Zerg Spore Colony,저그 스포어 콜로니,,False,,,
,Unused Zerg Bldg,미사용 저그 건물,,False,,,
,Unused Zerg Bldg 5,미사용 저그 건물 5,,False,,,
,Protoss Robotics Facility,프로토스 로보틱스 퍼실리티,,False,,,
,Protoss Assimilator,프로토스 어시밀레이터,,False,,,
,Protoss Fleet Beacon,프로토스 플릿 비콘,,False,,,
,Cave-in,동굴 입구,,False,,,
,per rocket,로켓 당,,False,,,
,1st Lieutenant,중위,,False,,,
,Must target injured non-mechanical ground units,기계가 아닌 부상당한 지상 유닛을 대상으로 해야 합니다.,,False,,,
,Must target enemy units,적 유닛을 대상으로 해야 합니다.,,False,,,
,Must target non-mechanical units.,기계가 아닌 유닛을 대상으로 해야 합니다.,,False,,,
,Must target units with energy.,에너지가 있는 유닛을 대상으로 해야 합니다.,,False,,,
,Medic Heal,메딕 힐,,False,,,
,Cast Disruption Web,디스트럽션 웹 시전,,False,,,
,Cast Mind Control,마인드 컨트롤 시전,,False,,,
,Warping Dark Archon,다크 아콘 소환,,False,,,
,Cast Feedback,피드백 시전,,False,,,
,Cast Optical Flare,옵티컬 플레어 시전,,False,,,
,Cast Shockwave,쇼크웨이브 시전,,False,,,
,Heal Move,힐 이동,,False,,,
,Medic Hold Position,메딕 위치 사수,,False,,,
,Junk Yard Dog,쓰레기장 개,,False,,,
,View Players,플레이어 보기,,False,,,
,Speed Up,빠르게 (U),,False,,,
,Play,플레이 (P),,False,,,
,Pause,일시 정지 (P),,False,,,
,Slow Down,느리게 (D),,False,,,
,Replay Progress,리플레이 진행 상황,,False,,,
,Paused,일시 정지됨,,False,,,
,Unlimited,무제한,,False,,,
,Seeking To: %s,추적: : %s,,False,,,
,Player,플레이어,,False,,,
,APM,APM,,False,,,
,EPM,분당 유효 행동수,,False,,,
,Zerg Beacon,저그 신호소,,False,,,
,Terran Beacon,테란 신호소,,False,,,
,Protoss Beacon,프로토스 신호소,,False,,,
,Zerg Flag Beacon,저그 깃발 보관소,,False,,,
,Terran Flag Beacon,테란 깃발 보관소,,False,,,
,Protoss Flag Beacon,프로토스 깃발 보관소,,False,,,
,Power Generator,동력 생성기,,False,,,
,Overmind Cocoon,초월체 고치,,False,,,
,Dark Swarm,다크 스웜,,False,,,
,Floor Missile Trap,바닥 미사일 트랩,,False,,,
,Floor Hatch (UNUSED),바닥 해치 (미사용),,False,,,
,Right Upper Level Door,오른쪽 상층 문,,False,,,
,Left Pit Door,왼쪽 구덩이 문,,False,,,
,Floor Gun Trap,지상 포 트랩,,False,,,
,Left Wall Missile Trap,왼쪽 벽 미사일 트랩,,False,,,
,Left Wall Flame Trap,왼쪽 벽 화염 트랩,,False,,,
,Right Wall Missile Trap,오른쪽 벽 미사일 트랩,,False,,,
,Start Location,시작 위치,,False,,,
,Flag,깃발,,False,,,
,Young Chrysalis,덜 자란 번데기,,False,,,
,Psi Emitter,사이오닉 방출기,,False,,,
,Khaydarin Crystal,케이다린 수정,,False,,,
,Mineral Chunk,미네랄 덩어리,,False,,,
,Vespene Orb,베스핀 보주,,False,,,
,Vespene Sac,베스핀 주머니,,False,,,
,Vespene Tank,베스핀 탱크,,False,,,
,Gauss Rifle,가우스 소총,,False,,,
,C-10 Canister Rifle,C-10 산탄 소총,,False,,,
,Fragmentation Grenade,파편 유탄,,False,,,
,Twin Autocannons,2연장 자동포,,False,,,
,Hellfire Missile Pack,지옥불 미사일,,False,,,
,Arclite Cannon,아크라이트 포,,False,,,
,Fusion Cutter,융합 절단기,,False,,,
,Gemini Missiles,쌍둥이 미사일,,False,,,
,Burst Lasers,버스트 레이저,,False,,,
,ATS Laser Battery,공대지 레이저 포대,,False,,,
,ATA Laser Battery,공대공 레이저 포대,,False,,,
,Flame Thrower,화염방사기,,False,,,
,Arclite Shock Cannon,아크라이트 충격포,,False,,,
,Longbolt Missile,장거리 미사일,,False,,,
,Claws,발톱,,False,,,
,Needle Spines,바늘 가시뼈,,False,,,
,Kaiser Blades,카이저 칼날,,False,,,
,Toxic Spores,독성 포자,,False,,,
,Spines,가시뼈,,False,,,
,Acid Spray,산성 분출,,False,,,
,Acid Spore,애시드 스포어,,False,,,
,Glave Wurm,쐐기 벌레,,False,,,
,Venom,맹독,,False,,,
,Suicide,자폭,,False,,,
,Seeker Spores,추적 포자,,False,,,
,Subterranean Tentacle,지하 촉수,,False,,,
,Warp Blades,변형 차원검,,False,,,
,Particle Beam,입자 광선,,False,,,
,Psi Blades,사이오닉 검,,False,,,
,Phase Disruptor,위상 분열기,,False,,,
,Psi Assault,사이오닉 어썰트,,False,,,
,Psionic Shockwave,사이오닉 충격파,,False,,,
,Anti-matter Missiles,반물질 미사일,,False,,,
,Phase Disruptor Cannon,차원 분열포,,False,,,
,Pulse Cannon,파동포,,False,,,
,STS Photon Cannon,STS 포톤 캐논,,False,,,
,STA Photon Cannon,STA 포톤 캐논,,False,,,
,Scarab,스캐럽,,False,,,
,Missiles,미사일,,False,,,
,Laser Battery,레이저 포,,False,,,
,Raider Gun,습격포,,False,,,
,Flechette Grenade,강철제 화살탄,,False,,,
,Tormentor Missiles,토멘터 미사일,,False,,,
,Bombs,폭탄,,False,,,
,Undefined Weapon Name,정의되지 않은 무기 이름,,False,,,
,Stim Packs,전투 자극제,,False,,,
,Lockdown,락다운,,False,,,
,Tank Siege Mode,탱크 공성 모드,,False,,,
,Defensive Matrix,디펜시브 매트릭스,,False,,,
,Irradiate,이레디에이트,,False,,,
,Yamato Gun,야마토 건,,False,,,
,Cloaking Field,클로킹 필드,,False,,,
,Research Stim Pack Tech\n(Marine and Firebat ability),스팀 팩 연구\n(마린 및 파이어뱃 능력),,False,,,
,Research Lockdown\n(Ghost ability),락다운 연구\n(유령 능력),,False,,,
,Research EMP Shockwave\n(Science Vessel ability),EMP 쇼크웨이브 연구\n(사이언스 베슬 능력),,False,,,
,Research Spider Mines\n(Vulture ability),스파이더 마인\n(벌쳐 능력),,False,,,
,Research Siege Tech\n(Siege Tank ability),공성 모드 연구\n(시즈 탱크 능력),,False,,,
,Research Defensive Matrix\n(Science Vessel ability),디펜시브 매트릭스 연구\n(사이언스 베슬 능력),,False,,,
,Research Yamato Gun\n(Battlecruiser ability),야마토 건 연구\n(배틀크루저 능력),,False,,,
,Research Cloaking Field\n(Wraith ability),클로킹 필드 연구\n(레이스 능력),,False,,,
,Research Personnel Cloaking\n(Ghost ability),퍼스널 클로킹 연구\n(고스트 능력),,False,,,
,Use Stim Packs,스팀 팩 사용,,False,,,
,Use Spider Mines,스파이더 마인 사용,,False,,,
,Scanner Sweep (Detector),스캐너 스윕 (디텍터),,False,,,
,Siege Mode,공성 모드,,False,,,
,Activate Defensive Matrix,디펜시브 매트릭스 활성화,,False,,,
,Activate EMP Shockwave,EMP 쇼크웨이브 활성화,,False,,,
,Cloak,클로크,,False,,,
,Decloak,디클로크,,False,,,
,Stim Packs:\n   Research at Academy,스팀 팩:\n   아카데미에서 연구,,False,,,
,Lockdown:\n   Research at Covert Ops,락다운:\n   코버트 옵스에서 연구,,False,,,
,Infantry Armor L1 Require:\n   Nothing,인펀트리 아머 1단계 요구 사항:\n   없음,,False,,,
,Spider Mines:\n   Research at Machine Shop,스파이더 마인:\n   머신 샵에서 연구,,False,,,
,Siege Mode:\n   Research at Machine Shop,시즈 모드:\n   머신 샵에서 연구,,False,,,
,Defensive Matrix:\n   Research at Science Facility,디펜시브 매트릭스:\n   사이언스 퍼실리티에서 연구,,False,,,
,EMP Shockwave:\n   Research at Science Facility,EMP 쇼크웨이브:\n   사이언스 퍼실리티에서 연구,,False,,,
,Irradiate:\n   Research at Science Facility,이레디에이트:\n   사이언스 퍼실리티에서 연구,,False,,,
,Yamato Gun:\n   Research at Physics Lab,야마토 건:\n   피직스 랩에서 연구,,False,,,
,Cloaking Field:\n   Research at Control Tower,클로킹 필드:\n   컨트롤 타워에서 연구,,False,,,
,Personnel Cloaking:\n   Research at Covert Ops,퍼스널 클로킹:\n   코버트 옵스에서 연구,,False,,,
,Burrowing,버로우,,False,,,
,Infestation,감염,,False,,,
,Spawn Broodling,브루들링 생성,,False,,,
,Parasite,패러사이트,,False,,,
,Consume,컨숨,,False,,,
,Ensnare,인스네어,,False,,,
,Evolve Burrow\n(Ground unit ability),버로우 진화 (지상 유닛 능력),,False,,,
,Evolve Infestation\n(Queen ability),인페스테이션 진화\n(퀸능력),,False,,,
,Evolve Spawn Broodling\n(Queen ability),브루들링 소환 진화\n(퀸능력),,False,,,
,Evolve Dark Swarm\n(Defiler ability),다크 스웜 진화\n(디파일러 능력),,False,,,
,Evolve Parasite\n(Queen ability),패러사이트 진화 (R)\n(퀸 능력),,False,,,
,Evolve Ensnare\n(Queen ability),인스네어 진화\n(퀸 능력),,False,,,
,Evolve Consume\n(Defiler ability),컨숨 진화\n(디파일러 능력),,False,,,
,Melee Attacks L1 Require:\n   Nothing,밀리 어택 1단계 요구 사항:\n   없음,,False,,,
,Burrow,버로우,,False,,,
,Unburrow,언버로우,,False,,,
,Infest Terran Command Center,인페스트 테란 커맨드 센터,,False,,,
,Spawn Broodlings,브루들링 소환 (B),,False,,,
,Burrow:\n   Evolve at Hatchery,버로우:\n   해처리에서 진화,,False,,,
,Ensnare:\n   Evolve at Queen's Nest,인스네어:\n   퀸스 네스트에서 진화,,False,,,
,Spawn Broodlings:\n   Evolve at Queen's Nest,브루들링 생성:\n   퀸스 네스트에서 진화,,False,,,
,Dark Swarm:\n   Evolve at Defiler Mound,다크 스웜:\n   디파일러 마운드에서 진화,,False,,,
,Parasite:\n   Evolve at Queen's Nest,패러사이트:\n   퀸스 네스트에서 진화,,False,,,
,Plague:\n   Evolve at Defiler Mound,플레이그:\n   디파일러 마운드에서 진화,,False,,,
,Consume:\n[5]Evolve at Defiler Mound,컨숨:\n[5]디파일러 마운드에서 진화,,False,,,
,Psionic Storm,사이오닉 스톰,,False,,,
,Hallucination,할루시네이션,,False,,,
,Recall,리콜,,False,,,
,Archon Warp,아콘 합체,,False,,,
,Develop Psionic Storm\n(Templar ability),사이오닉 스톰 개발\n(템플러 능력),,False,,,
,Develop Hallucination\n(Templar ability),할루시네이션 개발\n(템플러 능력),,False,,,
,Missile Attacks L3 Require:\n   Hive,미사일 어택 3단계 요구 사항:\n   하이브,,False,,,
,Develop Recall\n(Arbiter ability),리콜 개발\n(아비터 능력),,False,,,
,Develop Stasis Field\n(Arbiter ability),스테이시스 필드 개발\n(아비터 능력),,False,,,
,Develop Archon Warp\n(Templar ability),다크 아콘 연구\n(템플러 능력),,False,,,
,Psionic Storm:\n   Develop at Templar Archives,사이오닉 스톰:\n   템플러 아카이브스에서 개발,,False,,,
,Hallucination:\n   Develop at Templar Archives,할루시네이션:\n   템플러 아카이브스에서 개발,,False,,,
,Recall:\n   Develop at Arbiter Tribunal,리콜:\n   아비터 트라이뷰널에서 연구,,False,,,
,Stasis Field:\n   Develop at Arbiter Tribunal,스테이시스 필드:\n   아비터 트라이뷰널에서 연구,,False,,,
,Archon Warp:\n   Research at Templar Archives,아콘 합체:\n   템플러 아카이브스에서 연구,,False,,,
,Archon Warp:\n   Select 2 or more Templars,아콘 합체:\n   2기 이상의 하이 템플러 선택,,False,,,
,Terran Infantry Armor,테란 인펀트리 아머,,False,,,
,Terran Vehicle Plating,테란 차량 장갑,,False,,,
,Terran Ship Plating,테란 우주선 장갑,,False,,,
,Zerg Carapace,저그 캐러페이스,,False,,,
,Protoss Armor,프로토스 아머,,False,,,
,Protoss Plating,프로토스 플레이팅,,False,,,
,Terran Infantry Weapons,테란 보병 무기,,False,,,
,Terran Vehicle Weapons,테란 차량 무기,,False,,,
,Terran Ship Weapons,테란 쉽 웨픈,,False,,,
,Zerg Melee Attacks,저그 밀리 어택,,False,,,
,Zerg Missile Attacks,저그 미사일 어택,,False,,,
,Zerg Flyer Attacks,저그 플라이어 어택,,False,,,
,Protoss Ground Weapons,프로토스 그라운드 웨픈,,False,,,
,Protoss Air Weapons,프로토스 에어 웨픈,,False,,,
,Protoss Plasma Shields,프로토스 플라스마 쉴드,,False,,,
,U-238 Shells,U-238 쉘,,False,,,
,Ion Thrusters,이온 스러스터,,False,,,
,Titan Reactor,타이탄 리액터,,False,,,
,Ocular Implants,오큘러 임플란츠,,False,,,
,Moebius Reactor,뫼비우스 리액터,,False,,,
,Apollo Reactor,아폴로 리액터,,False,,,
,Colossus Reactor,콜로서스 리액터,,False,,,
,Ventral Sacs,벤트럴 섹,,False,,,
,Antennae,안테나,,False,,,
,Pneumatized Carapace,뉴머타이즈드 캐러페이스,,False,,,
,Metabolic Boost,메타볼릭 부스트,,False,,,
,Adrenal Glands,아드레날 글랜즈,,False,,,
,Muscular Augments,머스큘러 아규먼츠,,False,,,
,Grooved Spines,그루브드 스파인스,,False,,,
,Metasynaptic Node,메타시냅틱 노드,,False,,,
,Singularity Charge,싱귤러리티 차지,,False,,,
,Leg Enhancements,다리 강화,,False,,,
,Scarab Damage,스캐럽 공격력,,False,,,
,Reaver Capacity,리버 수용력,,False,,,
,Gravitic Drive,그래비틱 드라이브,,False,,,
,Sensor Array,센서 어레이,,False,,,
,Gravitic Boosters,그래비틱 부스터,,False,,,
,Khaydarin Amulet,케이다린 아뮬렛,,False,,,
,Apial Sensors,에이피얼 센서,,False,,,
,Gravitic Thrusters,그래비틱 스러스터,,False,,,
,Carrier Capacity,캐리어 커패시티,,False,,,
,Khaydarin Core,케이다린 코어,,False,,,
,Upgrade Infantry Armor,보병 방어력 업그레이드,,False,,,
,Upgrade Vehicle Plating,차량 방어력 업그레이드,,False,,,
,Upgrade Ship Plating,우주선 방어력 업그레이드,,False,,,
,Evolve Carapace,갑피 진화,,False,,,
,Evolve Flyer Carapace,비행체 갑피 진화,,False,,,
,Upgrade Ground Armor,지상 방어력 업그레이드,,False,,,
,Upgrade Air Armor,공중 방어력 업그레이드,,False,,,
,Upgrade Vehicle Weapons,차량 공격력 업그레이드,,False,,,
,Upgrade Ship Weapons,우주선 공격력 업그레이드,,False,,,
,Upgrade Melee Attacks,근접 공격력 업그레이드,,False,,,
,Upgrade Missile Attacks,미사일 어택 업그레이드,,False,,,
,Upgrade Ground Weapons,지상 공격력 업그레이드,,False,,,
,Upgrade Air Weapons,공중 공격력 업그레이드,,False,,,
,Upgrade Plasma Shields,플라스마 쉴드 업그레이드,,False,,,
,Research U-238 Shells\n(Increase Marine attack range),U-238 쉘 연구\n(마린 공격 사거리 증가),,False,,,
,Research Ion Thrusters\n(Faster Vulture movement),이온 스러스터 연구\n(벌쳐 이동 속도 증가),,False,,,
,Research Burst Lasers\n(Wraith Weapon),버스트 레이저 연구 (B)\n(레이스 무기),,False,,,
,Research Titan Reactor\n(+50 Science Vessel energy),타이탄 리액터 연구\n(사이언스 베슬 에너지 +50),,False,,,
,Research Moebius Reactor\n(+50 Ghost energy),뫼비우스 리액터 연구\n(고스트 에너지 +50),,False,,,
,Research Ocular Implants\n(Increase Ghost sight range),오큘러 임플란츠 연구\n(고스트 시야 범위 증가),,False,,,
,Research Apollo Reactor\n(+50 Wraith energy),아폴로 리액터 연구\n(레이스 에너지 +50),,False,,,
,Research Colossus Reactor\n(+50 Battlecruiser energy),콜로서스 리액터 연구\n(배틀크루저 에너지 +50),,False,,,
,Evolve Ventral Sacs\n(Transporting for Overlord),벤트럴 섹 진화\n(오버로드 수송 가능),,False,,,
,Evolve Antennae\n(Increase Overlord sight range),안테나 진화\n(오버로드 시야 범위 증가),,False,,,
,Evolve Pneumatized Carapace\n(Faster Overlord movement),뉴머타이즈드 캐러페이스 진화\n(오버로드 이동 속도 증가),,False,,,
,Evolve Metabolic Boost\n(Faster Zergling movement),메타볼릭 부스트 진화\n(저글링 이동 속도 증가),,False,,,
,Evolve Adrenal Glands\n(Faster Zergling Attack),아드레날린 글랜즈 진화\n(저글링 공격 속도 증가),,False,,,
,Evolve Grooved Spines\n(Increase Hydralisk attack range),그루브드 스파인스 진화\n(히드라리스크 공격 사거리 증가),,False,,,
,Evolve Gamete Meiosis\n(+50 Queen energy),게미트 마이오시스 진화\n(퀸 에너지 +50),,False,,,
,Evolve Metasynaptic Node\n(+50 Defiler energy),메타시냅틱 노드 진화\n(디파일러 에너지 +50),,False,,,
,Develop Singularity Charge\n(Increase Dragoon attack range),싱귤라리티 차지 개발\n(드라군 공격 사거리 증가),,False,,,
